age,gender,date_first_booking,language_levenshtein_distance,country_destination,first_device_type,id
27,FEMALE,4/22/2014,0,CA,Mac Desktop,1
32,MALE,4/22/2014,0,CA,Mac Desktop,1
31,MALE,4/23/2014,0,CA,Mac Desktop,1
23,FEMALE,4/25/2014,0,CA,Mac Desktop,1
30,FEMALE,4/25/2014,0,CA,Mac Desktop,1
40,FEMALE,4/25/2014,0,CA,Mac Desktop,1
42,FEMALE,4/25/2014,0,CA,Mac Desktop,1
30,FEMALE,4/28/2014,0,CA,Mac Desktop,1
31,MALE,4/29/2014,0,CA,Mac Desktop,1
40,MALE,5/1/2014,0,CA,Mac Desktop,1
40,FEMALE,5/5/2014,0,CA,Mac Desktop,1
19,MALE,5/5/2014,0,CA,Mac Desktop,1
31,FEMALE,5/8/2014,0,CA,Mac Desktop,1
32,MALE,5/9/2014,0,CA,Mac Desktop,1
25,MALE,5/13/2014,0,CA,Mac Desktop,1
27,FEMALE,5/14/2014,0,CA,Mac Desktop,1
32,MALE,5/14/2014,0,CA,Mac Desktop,1
26,MALE,5/17/2014,0,CA,Mac Desktop,1
29,MALE,5/18/2014,0,CA,Mac Desktop,1
27,MALE,5/19/2014,0,CA,Mac Desktop,1
27,MALE,5/20/2014,0,CA,Mac Desktop,1
25,FEMALE,5/21/2014,0,CA,Mac Desktop,1
30,MALE,5/21/2014,0,CA,Mac Desktop,1
18,FEMALE,5/23/2014,0,CA,Mac Desktop,1
50,MALE,5/24/2014,0,CA,Mac Desktop,1
49,FEMALE,5/26/2014,0,CA,Mac Desktop,1
32,MALE,5/26/2014,0,CA,Mac Desktop,1
31,FEMALE,5/27/2014,0,CA,Mac Desktop,1
49,MALE,5/27/2014,0,CA,Mac Desktop,1
57,FEMALE,6/2/2014,0,CA,Mac Desktop,1
31,MALE,6/2/2014,0,CA,Mac Desktop,1
41,MALE,6/2/2014,0,CA,Mac Desktop,1
27,MALE,6/3/2014,0,CA,Mac Desktop,1
27,MALE,6/7/2014,0,CA,Mac Desktop,1
34,MALE,6/7/2014,0,CA,Mac Desktop,1
39,MALE,6/8/2014,0,CA,Mac Desktop,1
19,FEMALE,6/9/2014,0,CA,Mac Desktop,1
32,MALE,6/9/2014,0,CA,Mac Desktop,1
26,FEMALE,6/10/2014,0,CA,Mac Desktop,1
30,FEMALE,6/11/2014,0,CA,Mac Desktop,1
44,OTHER,6/11/2014,0,CA,Mac Desktop,1
38,FEMALE,6/14/2014,0,CA,Mac Desktop,1
27,FEMALE,6/15/2014,0,CA,Mac Desktop,1
40,FEMALE,6/15/2014,0,CA,Mac Desktop,1
21,FEMALE,6/16/2014,0,CA,Mac Desktop,1
37,MALE,6/16/2014,0,CA,Mac Desktop,1
19,FEMALE,6/17/2014,0,CA,Mac Desktop,1
39,FEMALE,6/17/2014,0,CA,Mac Desktop,1
44,FEMALE,6/17/2014,0,CA,Mac Desktop,1
38,MALE,6/18/2014,0,CA,Mac Desktop,1
40,MALE,6/18/2014,0,CA,Mac Desktop,1
37,MALE,6/19/2014,0,CA,Mac Desktop,1
44,FEMALE,6/22/2014,0,CA,Mac Desktop,1
31,FEMALE,6/24/2014,0,CA,Mac Desktop,1
55,FEMALE,6/24/2014,0,CA,Mac Desktop,1
43,MALE,6/24/2014,0,CA,Mac Desktop,1
52,FEMALE,6/25/2014,0,CA,Mac Desktop,1
28,MALE,6/25/2014,0,CA,Mac Desktop,1
36,FEMALE,6/26/2014,0,CA,Mac Desktop,1
41,FEMALE,6/26/2014,0,CA,Mac Desktop,1
32,MALE,6/27/2014,0,CA,Mac Desktop,1
35,MALE,6/27/2014,0,CA,Mac Desktop,1
63,MALE,6/27/2014,0,CA,Mac Desktop,1
18,MALE,6/28/2014,0,CA,Mac Desktop,1
23,MALE,6/29/2014,0,CA,Mac Desktop,1
50,MALE,6/30/2014,0,CA,Mac Desktop,1
21,FEMALE,7/2/2014,0,CA,Mac Desktop,1
26,FEMALE,7/2/2014,0,CA,Mac Desktop,1
29,MALE,7/4/2014,0,CA,Mac Desktop,1
28,FEMALE,7/8/2014,0,CA,Mac Desktop,1
30,FEMALE,7/8/2014,0,CA,Mac Desktop,1
105,FEMALE,7/16/2014,0,CA,Mac Desktop,1
37,FEMALE,7/20/2014,0,CA,Mac Desktop,1
32,MALE,7/21/2014,0,CA,Mac Desktop,1
39,MALE,7/21/2014,0,CA,Mac Desktop,1
28,FEMALE,7/24/2014,0,CA,Mac Desktop,1
70,FEMALE,7/27/2014,0,CA,Mac Desktop,1
29,FEMALE,7/28/2014,0,CA,Mac Desktop,1
26,MALE,7/28/2014,0,CA,Mac Desktop,1
33,MALE,8/1/2014,0,CA,Mac Desktop,1
33,FEMALE,8/2/2014,0,CA,Mac Desktop,1
59,MALE,8/2/2014,0,CA,Mac Desktop,1
40,MALE,8/9/2014,0,CA,Mac Desktop,1
44,FEMALE,8/13/2014,0,CA,Mac Desktop,1
28,MALE,8/14/2014,0,CA,Mac Desktop,1
25,MALE,8/24/2014,0,CA,Mac Desktop,1
31,FEMALE,8/27/2014,0,CA,Mac Desktop,1
47,FEMALE,8/29/2014,0,CA,Mac Desktop,1
52,FEMALE,8/29/2014,0,CA,Mac Desktop,1
35,MALE,9/5/2014,0,CA,Mac Desktop,1
35,FEMALE,9/6/2014,0,CA,Mac Desktop,1
31,MALE,9/26/2014,0,CA,Mac Desktop,1
33,FEMALE,10/9/2014,0,CA,Mac Desktop,1
47,MALE,10/10/2014,0,CA,Mac Desktop,1
32,MALE,10/14/2014,0,CA,Mac Desktop,1
25,FEMALE,11/1/2014,0,CA,Mac Desktop,1
26,FEMALE,11/17/2014,0,CA,Mac Desktop,1
29,MALE,12/3/2014,0,CA,Mac Desktop,1
33,MALE,12/9/2014,0,CA,Mac Desktop,1
41,MALE,12/9/2014,0,CA,Mac Desktop,1
39,FEMALE,12/28/2014,0,CA,Mac Desktop,1
55,MALE,1/9/2015,0,CA,Mac Desktop,1
33,FEMALE,1/26/2015,0,CA,Mac Desktop,1
27,MALE,2/10/2015,0,CA,Mac Desktop,1
24,FEMALE,2/26/2015,0,CA,Mac Desktop,1
26,FEMALE,2/26/2015,0,CA,Mac Desktop,1
56,FEMALE,3/11/2015,0,CA,Mac Desktop,1
35,MALE,3/12/2015,0,CA,Mac Desktop,1
49,FEMALE,6/27/2010,72.61,DE,Mac Desktop,1
35,FEMALE,7/30/2010,72.61,DE,Mac Desktop,1
28,FEMALE,8/22/2010,72.61,DE,Mac Desktop,1
30,FEMALE,12/13/2010,72.61,DE,Mac Desktop,1
25,MALE,2/17/2011,72.61,DE,Mac Desktop,1
19,FEMALE,4/5/2011,72.61,DE,Mac Desktop,1
34,FEMALE,5/5/2011,72.61,DE,Mac Desktop,1
32,MALE,5/10/2011,72.61,DE,Mac Desktop,1
43,MALE,5/24/2011,72.61,DE,Mac Desktop,1
43,MALE,6/9/2011,72.61,DE,Mac Desktop,1
53,OTHER,6/14/2011,72.61,DE,Mac Desktop,1
34,FEMALE,6/15/2011,72.61,DE,Mac Desktop,1
45,MALE,6/26/2011,72.61,DE,Mac Desktop,1
47,MALE,7/16/2011,72.61,DE,Mac Desktop,1
28,MALE,7/27/2011,72.61,DE,Mac Desktop,1
32,MALE,8/8/2011,72.61,DE,Mac Desktop,1
73,MALE,8/20/2011,72.61,DE,Mac Desktop,1
37,MALE,8/21/2011,72.61,DE,Mac Desktop,1
40,FEMALE,8/29/2011,72.61,DE,Mac Desktop,1
32,MALE,9/14/2011,72.61,DE,Mac Desktop,1
32,FEMALE,9/22/2011,72.61,DE,Mac Desktop,1
29,MALE,9/22/2011,72.61,DE,Mac Desktop,1
64,MALE,10/2/2011,72.61,DE,Mac Desktop,1
38,MALE,10/5/2011,72.61,DE,Mac Desktop,1
28,FEMALE,10/11/2011,72.61,DE,Mac Desktop,1
41,FEMALE,10/13/2011,72.61,DE,Mac Desktop,1
32,MALE,11/7/2011,72.61,DE,Mac Desktop,1
24,FEMALE,11/21/2011,72.61,DE,Mac Desktop,1
39,MALE,12/2/2011,72.61,DE,Mac Desktop,1
32,FEMALE,12/8/2011,72.61,DE,Mac Desktop,1
33,MALE,12/8/2011,72.61,DE,Mac Desktop,1
33,MALE,12/21/2011,72.61,DE,Mac Desktop,1
30,MALE,12/28/2011,72.61,DE,Mac Desktop,1
30,MALE,1/6/2012,72.61,DE,Mac Desktop,1
45,FEMALE,1/23/2012,72.61,DE,Mac Desktop,1
35,FEMALE,2/4/2012,72.61,DE,Mac Desktop,1
30,FEMALE,2/8/2012,72.61,DE,Mac Desktop,1
33,FEMALE,3/6/2012,72.61,DE,Mac Desktop,1
48,FEMALE,3/17/2012,72.61,DE,Mac Desktop,1
25,FEMALE,3/21/2012,72.61,DE,Mac Desktop,1
25,FEMALE,3/22/2012,72.61,DE,Mac Desktop,1
31,FEMALE,3/22/2012,72.61,DE,Mac Desktop,1
60,FEMALE,3/22/2012,72.61,DE,Mac Desktop,1
40,MALE,3/24/2012,72.61,DE,Mac Desktop,1
36,FEMALE,3/26/2012,72.61,DE,Mac Desktop,1
35,MALE,3/31/2012,72.61,DE,Mac Desktop,1
42,MALE,4/3/2012,72.61,DE,Mac Desktop,1
32,FEMALE,4/6/2012,72.61,DE,Mac Desktop,1
35,FEMALE,4/7/2012,72.61,DE,Mac Desktop,1
43,MALE,4/7/2012,72.61,DE,Mac Desktop,1
44,MALE,4/7/2012,72.61,DE,Mac Desktop,1
34,FEMALE,4/10/2012,72.61,DE,Mac Desktop,1
47,MALE,4/13/2012,72.61,DE,Mac Desktop,1
27,FEMALE,4/20/2012,72.61,DE,Mac Desktop,1
46,MALE,4/26/2012,72.61,DE,Mac Desktop,1
30,FEMALE,4/27/2012,72.61,DE,Mac Desktop,1
44,FEMALE,5/2/2012,72.61,DE,Mac Desktop,1
91,FEMALE,5/4/2012,72.61,DE,Mac Desktop,1
34,MALE,5/4/2012,72.61,DE,Mac Desktop,1
36,MALE,5/8/2012,72.61,DE,Mac Desktop,1
18,MALE,5/10/2012,72.61,DE,Mac Desktop,1
24,MALE,5/12/2012,72.61,DE,Mac Desktop,1
61,MALE,5/18/2012,72.61,DE,Mac Desktop,1
29,FEMALE,5/23/2012,72.61,DE,Mac Desktop,1
35,FEMALE,5/30/2012,72.61,DE,Mac Desktop,1
33,MALE,5/31/2012,72.61,DE,Mac Desktop,1
32,FEMALE,6/1/2012,72.61,DE,Mac Desktop,1
27,FEMALE,6/4/2012,72.61,DE,Mac Desktop,1
29,MALE,6/5/2012,72.61,DE,Mac Desktop,1
35,MALE,6/17/2012,72.61,DE,Mac Desktop,1
28,MALE,6/18/2012,72.61,DE,Mac Desktop,1
39,FEMALE,6/21/2012,72.61,DE,Mac Desktop,1
33,MALE,6/24/2012,72.61,DE,Mac Desktop,1
30,FEMALE,6/25/2012,72.61,DE,Mac Desktop,1
25,MALE,6/25/2012,72.61,DE,Mac Desktop,2
32,FEMALE,6/27/2012,72.61,DE,Mac Desktop,1
57,MALE,6/29/2012,72.61,DE,Mac Desktop,1
28,FEMALE,7/3/2012,72.61,DE,Mac Desktop,1
49,FEMALE,7/3/2012,72.61,DE,Mac Desktop,1
37,MALE,7/3/2012,72.61,DE,Mac Desktop,1
31,MALE,7/4/2012,72.61,DE,Mac Desktop,1
26,FEMALE,7/5/2012,72.61,DE,Mac Desktop,1
68,MALE,7/6/2012,72.61,DE,Mac Desktop,1
48,FEMALE,7/9/2012,72.61,DE,Mac Desktop,1
68,FEMALE,7/17/2012,72.61,DE,Mac Desktop,1
26,MALE,7/17/2012,72.61,DE,Mac Desktop,1
27,MALE,7/17/2012,72.61,DE,Mac Desktop,1
32,FEMALE,7/18/2012,72.61,DE,Mac Desktop,1
31,FEMALE,7/19/2012,72.61,DE,Mac Desktop,1
28,MALE,7/19/2012,72.61,DE,Mac Desktop,1
31,FEMALE,7/23/2012,72.61,DE,Mac Desktop,1
28,MALE,7/25/2012,72.61,DE,Mac Desktop,1
30,MALE,7/27/2012,72.61,DE,Mac Desktop,1
34,MALE,8/2/2012,72.61,DE,Mac Desktop,1
34,MALE,8/7/2012,72.61,DE,Mac Desktop,1
56,MALE,8/7/2012,72.61,DE,Mac Desktop,1
33,MALE,8/10/2012,72.61,DE,Mac Desktop,1
28,MALE,8/12/2012,72.61,DE,Mac Desktop,1
53,FEMALE,8/15/2012,72.61,DE,Mac Desktop,1
28,MALE,8/16/2012,72.61,DE,Mac Desktop,1
38,FEMALE,8/21/2012,72.61,DE,Mac Desktop,1
31,MALE,8/22/2012,72.61,DE,Mac Desktop,1
43,FEMALE,8/26/2012,72.61,DE,Mac Desktop,1
32,FEMALE,9/7/2012,72.61,DE,Mac Desktop,1
18,FEMALE,9/8/2012,72.61,DE,Mac Desktop,1
32,FEMALE,9/10/2012,72.61,DE,Mac Desktop,1
37,FEMALE,9/10/2012,72.61,DE,Mac Desktop,1
34,FEMALE,9/11/2012,72.61,DE,Mac Desktop,1
47,FEMALE,9/11/2012,72.61,DE,Mac Desktop,1
35,FEMALE,9/12/2012,72.61,DE,Mac Desktop,1
41,FEMALE,9/12/2012,72.61,DE,Mac Desktop,1
36,MALE,9/13/2012,72.61,DE,Mac Desktop,1
30,FEMALE,9/14/2012,72.61,DE,Mac Desktop,1
40,MALE,9/16/2012,72.61,DE,Mac Desktop,1
35,MALE,9/18/2012,72.61,DE,Mac Desktop,1
23,FEMALE,9/19/2012,72.61,DE,Mac Desktop,1
54,MALE,9/24/2012,72.61,DE,Mac Desktop,1
25,FEMALE,9/27/2012,72.61,DE,Mac Desktop,1
24,FEMALE,9/30/2012,72.61,DE,Mac Desktop,1
30,MALE,10/16/2012,72.61,DE,Mac Desktop,1
28,FEMALE,10/21/2012,72.61,DE,Mac Desktop,1
34,MALE,10/23/2012,72.61,DE,Mac Desktop,1
31,MALE,10/28/2012,72.61,DE,Mac Desktop,1
25,FEMALE,11/1/2012,72.61,DE,Mac Desktop,1
29,FEMALE,11/5/2012,72.61,DE,Mac Desktop,1
25,FEMALE,11/8/2012,72.61,DE,Mac Desktop,1
56,MALE,11/14/2012,72.61,DE,Mac Desktop,1
28,FEMALE,11/22/2012,72.61,DE,Mac Desktop,1
50,MALE,11/25/2012,72.61,DE,Mac Desktop,1
39,FEMALE,11/29/2012,72.61,DE,Mac Desktop,1
27,MALE,12/7/2012,72.61,DE,Mac Desktop,1
25,MALE,12/19/2012,72.61,DE,Mac Desktop,1
24,FEMALE,12/21/2012,72.61,DE,Mac Desktop,1
32,MALE,12/22/2012,72.61,DE,Mac Desktop,1
29,MALE,12/26/2012,72.61,DE,Mac Desktop,1
24,MALE,12/31/2012,72.61,DE,Mac Desktop,1
41,MALE,1/1/2013,72.61,DE,Mac Desktop,1
49,FEMALE,1/2/2013,72.61,DE,Mac Desktop,1
25,FEMALE,1/12/2013,72.61,DE,Mac Desktop,1
32,MALE,1/21/2013,72.61,DE,Mac Desktop,1
57,MALE,1/29/2013,72.61,DE,Mac Desktop,1
28,MALE,2/1/2013,72.61,DE,Mac Desktop,1
27,FEMALE,2/4/2013,72.61,DE,Mac Desktop,1
34,FEMALE,2/5/2013,72.61,DE,Mac Desktop,1
31,MALE,2/5/2013,72.61,DE,Mac Desktop,1
43,FEMALE,2/7/2013,72.61,DE,Mac Desktop,1
47,FEMALE,2/7/2013,72.61,DE,Mac Desktop,1
66,MALE,2/7/2013,72.61,DE,Mac Desktop,1
23,FEMALE,2/11/2013,72.61,DE,Mac Desktop,1
25,MALE,2/25/2013,72.61,DE,Mac Desktop,1
27,MALE,2/25/2013,72.61,DE,Mac Desktop,1
44,MALE,2/26/2013,72.61,DE,Mac Desktop,1
25,MALE,3/7/2013,72.61,DE,Mac Desktop,1
42,MALE,3/9/2013,72.61,DE,Mac Desktop,1
36,FEMALE,3/11/2013,72.61,DE,Mac Desktop,1
74,MALE,3/16/2013,72.61,DE,Mac Desktop,1
38,FEMALE,3/19/2013,72.61,DE,Mac Desktop,1
31,FEMALE,3/27/2013,72.61,DE,Mac Desktop,1
31,FEMALE,3/30/2013,72.61,DE,Mac Desktop,1
24,FEMALE,4/2/2013,72.61,DE,Mac Desktop,1
40,FEMALE,4/2/2013,72.61,DE,Mac Desktop,1
29,FEMALE,4/4/2013,72.61,DE,Mac Desktop,1
26,FEMALE,4/10/2013,72.61,DE,Mac Desktop,1
30,MALE,4/12/2013,72.61,DE,Mac Desktop,1
32,MALE,4/20/2013,72.61,DE,Mac Desktop,1
38,MALE,4/23/2013,72.61,DE,Mac Desktop,1
32,FEMALE,4/24/2013,72.61,DE,Mac Desktop,1
28,FEMALE,4/28/2013,72.61,DE,Mac Desktop,1
30,FEMALE,4/29/2013,72.61,DE,Mac Desktop,1
37,MALE,4/30/2013,72.61,DE,Mac Desktop,1
26,FEMALE,5/2/2013,72.61,DE,Mac Desktop,1
41,MALE,5/5/2013,72.61,DE,Mac Desktop,1
65,FEMALE,5/8/2013,72.61,DE,Mac Desktop,1
23,FEMALE,5/10/2013,72.61,DE,Mac Desktop,1
32,MALE,5/14/2013,72.61,DE,Mac Desktop,1
30,FEMALE,5/15/2013,72.61,DE,Mac Desktop,1
45,MALE,5/16/2013,72.61,DE,Mac Desktop,1
65,MALE,5/16/2013,72.61,DE,Mac Desktop,1
26,FEMALE,5/21/2013,72.61,DE,Mac Desktop,1
41,FEMALE,5/21/2013,72.61,DE,Mac Desktop,1
49,FEMALE,5/23/2013,72.61,DE,Mac Desktop,1
27,FEMALE,5/26/2013,72.61,DE,Mac Desktop,1
49,MALE,5/27/2013,72.61,DE,Mac Desktop,1
37,FEMALE,5/28/2013,72.61,DE,Mac Desktop,1
45,MALE,5/28/2013,72.61,DE,Mac Desktop,1
31,MALE,5/29/2013,72.61,DE,Mac Desktop,1
34,MALE,5/29/2013,72.61,DE,Mac Desktop,1
29,FEMALE,5/30/2013,72.61,DE,Mac Desktop,1
38,FEMALE,5/30/2013,72.61,DE,Mac Desktop,1
24,FEMALE,6/6/2013,72.61,DE,Mac Desktop,1
31,FEMALE,6/6/2013,72.61,DE,Mac Desktop,1
28,MALE,6/8/2013,72.61,DE,Mac Desktop,1
28,MALE,6/9/2013,72.61,DE,Mac Desktop,1
40,MALE,6/9/2013,72.61,DE,Mac Desktop,1
39,MALE,6/15/2013,72.61,DE,Mac Desktop,1
42,MALE,6/15/2013,72.61,DE,Mac Desktop,1
52,MALE,6/20/2013,72.61,DE,Mac Desktop,1
63,MALE,6/21/2013,72.61,DE,Mac Desktop,1
25,FEMALE,6/24/2013,72.61,DE,Mac Desktop,1
65,MALE,6/24/2013,72.61,DE,Mac Desktop,1
37,MALE,6/25/2013,72.61,DE,Mac Desktop,1
26,MALE,6/26/2013,72.61,DE,Mac Desktop,1
22,FEMALE,6/27/2013,72.61,DE,Mac Desktop,1
51,MALE,6/30/2013,72.61,DE,Mac Desktop,1
69,MALE,7/1/2013,72.61,DE,Mac Desktop,1
28,MALE,7/2/2013,72.61,DE,Mac Desktop,1
37,FEMALE,7/3/2013,72.61,DE,Mac Desktop,1
21,MALE,7/4/2013,72.61,DE,Mac Desktop,1
35,MALE,7/5/2013,72.61,DE,Mac Desktop,1
26,FEMALE,7/8/2013,72.61,DE,Mac Desktop,1
46,MALE,7/9/2013,72.61,DE,Mac Desktop,1
29,MALE,7/10/2013,72.61,DE,Mac Desktop,1
41,MALE,7/17/2013,72.61,DE,Mac Desktop,1
40,FEMALE,7/19/2013,72.61,DE,Mac Desktop,1
37,FEMALE,7/26/2013,72.61,DE,Mac Desktop,1
21,FEMALE,7/30/2013,72.61,DE,Mac Desktop,1
42,MALE,8/1/2013,72.61,DE,Mac Desktop,1
43,MALE,8/1/2013,72.61,DE,Mac Desktop,1
28,MALE,8/2/2013,72.61,DE,Mac Desktop,1
29,FEMALE,8/3/2013,72.61,DE,Mac Desktop,1
58,FEMALE,8/3/2013,72.61,DE,Mac Desktop,1
26,MALE,8/4/2013,72.61,DE,Mac Desktop,1
33,MALE,8/7/2013,72.61,DE,Mac Desktop,1
39,MALE,8/8/2013,72.61,DE,Mac Desktop,1
25,FEMALE,8/10/2013,72.61,DE,Mac Desktop,1
23,MALE,8/11/2013,72.61,DE,Mac Desktop,1
38,FEMALE,8/12/2013,72.61,DE,Mac Desktop,1
31,FEMALE,8/13/2013,72.61,DE,Mac Desktop,1
47,FEMALE,8/13/2013,72.61,DE,Mac Desktop,1
42,FEMALE,8/15/2013,72.61,DE,Mac Desktop,1
43,MALE,8/15/2013,72.61,DE,Mac Desktop,1
50,MALE,8/15/2013,72.61,DE,Mac Desktop,1
39,MALE,8/16/2013,72.61,DE,Mac Desktop,1
73,MALE,8/16/2013,72.61,DE,Mac Desktop,1
26,FEMALE,8/20/2013,72.61,DE,Mac Desktop,1
48,MALE,8/20/2013,72.61,DE,Mac Desktop,1
31,MALE,8/25/2013,72.61,DE,Mac Desktop,1
30,MALE,9/4/2013,72.61,DE,Mac Desktop,1
37,MALE,9/6/2013,72.61,DE,Mac Desktop,1
41,FEMALE,9/7/2013,72.61,DE,Mac Desktop,1
54,MALE,9/7/2013,72.61,DE,Mac Desktop,1
33,FEMALE,9/9/2013,72.61,DE,Mac Desktop,1
38,FEMALE,9/9/2013,72.61,DE,Mac Desktop,1
23,MALE,9/10/2013,72.61,DE,Mac Desktop,1
31,MALE,9/14/2013,72.61,DE,Mac Desktop,1
34,FEMALE,9/15/2013,72.61,DE,Mac Desktop,1
31,FEMALE,9/16/2013,72.61,DE,Mac Desktop,1
28,FEMALE,9/19/2013,72.61,DE,Mac Desktop,1
22,MALE,9/26/2013,72.61,DE,Mac Desktop,1
23,MALE,9/27/2013,72.61,DE,Mac Desktop,1
28,MALE,10/6/2013,72.61,DE,Mac Desktop,1
32,MALE,10/7/2013,72.61,DE,Mac Desktop,1
31,FEMALE,10/12/2013,72.61,DE,Mac Desktop,1
36,FEMALE,10/14/2013,72.61,DE,Mac Desktop,1
47,FEMALE,10/14/2013,72.61,DE,Mac Desktop,1
31,MALE,10/16/2013,72.61,DE,Mac Desktop,1
35,MALE,10/18/2013,72.61,DE,Mac Desktop,1
40,MALE,10/18/2013,72.61,DE,Mac Desktop,1
52,MALE,10/19/2013,72.61,DE,Mac Desktop,1
57,FEMALE,10/23/2013,72.61,DE,Mac Desktop,1
28,MALE,10/31/2013,72.61,DE,Mac Desktop,1
23,MALE,11/7/2013,72.61,DE,Mac Desktop,1
32,MALE,11/11/2013,72.61,DE,Mac Desktop,1
38,FEMALE,11/13/2013,72.61,DE,Mac Desktop,1
37,MALE,11/15/2013,72.61,DE,Mac Desktop,1
46,MALE,11/15/2013,72.61,DE,Mac Desktop,1
42,MALE,11/21/2013,72.61,DE,Mac Desktop,1
34,FEMALE,11/25/2013,72.61,DE,Mac Desktop,1
29,FEMALE,11/26/2013,72.61,DE,Mac Desktop,1
24,FEMALE,11/30/2013,72.61,DE,Mac Desktop,1
30,MALE,12/4/2013,72.61,DE,Mac Desktop,1
40,FEMALE,12/6/2013,72.61,DE,Mac Desktop,1
26,MALE,12/9/2013,72.61,DE,Mac Desktop,1
40,MALE,12/26/2013,72.61,DE,Mac Desktop,1
32,FEMALE,12/27/2013,72.61,DE,Mac Desktop,1
41,FEMALE,1/2/2014,72.61,DE,Mac Desktop,1
60,MALE,1/5/2014,72.61,DE,Mac Desktop,1
48,MALE,1/6/2014,72.61,DE,Mac Desktop,1
33,MALE,1/7/2014,72.61,DE,Mac Desktop,1
105,FEMALE,1/13/2014,72.61,DE,Mac Desktop,1
75,FEMALE,1/16/2014,72.61,DE,Mac Desktop,1
41,MALE,1/17/2014,72.61,DE,Mac Desktop,1
18,MALE,1/20/2014,72.61,DE,Mac Desktop,1
27,MALE,1/20/2014,72.61,DE,Mac Desktop,1
42,FEMALE,1/21/2014,72.61,DE,Mac Desktop,1
23,FEMALE,1/24/2014,72.61,DE,Mac Desktop,1
40,MALE,1/25/2014,72.61,DE,Mac Desktop,1
31,MALE,1/28/2014,72.61,DE,Mac Desktop,1
27,FEMALE,1/29/2014,72.61,DE,Mac Desktop,1
30,FEMALE,1/30/2014,72.61,DE,Mac Desktop,1
32,MALE,1/30/2014,72.61,DE,Mac Desktop,1
21,OTHER,2/2/2014,72.61,DE,Mac Desktop,1
26,MALE,2/3/2014,72.61,DE,Mac Desktop,1
50,MALE,2/3/2014,72.61,DE,Mac Desktop,1
27,MALE,2/4/2014,72.61,DE,Mac Desktop,1
40,MALE,2/4/2014,72.61,DE,Mac Desktop,1
33,MALE,2/5/2014,72.61,DE,Mac Desktop,1
68,MALE,2/6/2014,72.61,DE,Mac Desktop,1
21,MALE,2/9/2014,72.61,DE,Mac Desktop,1
27,FEMALE,2/13/2014,72.61,DE,Mac Desktop,1
38,FEMALE,2/15/2014,72.61,DE,Mac Desktop,1
42,MALE,2/17/2014,72.61,DE,Mac Desktop,1
21,FEMALE,2/23/2014,72.61,DE,Mac Desktop,1
31,FEMALE,2/26/2014,72.61,DE,Mac Desktop,1
34,MALE,2/28/2014,72.61,DE,Mac Desktop,1
42,MALE,3/1/2014,72.61,DE,Mac Desktop,1
50,MALE,3/1/2014,72.61,DE,Mac Desktop,1
25,FEMALE,3/5/2014,72.61,DE,Mac Desktop,1
28,MALE,3/5/2014,72.61,DE,Mac Desktop,1
50,MALE,3/5/2014,72.61,DE,Mac Desktop,1
31,FEMALE,3/23/2014,72.61,DE,Mac Desktop,1
27,MALE,3/24/2014,72.61,DE,Mac Desktop,1
45,MALE,3/25/2014,72.61,DE,Mac Desktop,1
25,FEMALE,3/26/2014,72.61,DE,Mac Desktop,1
33,MALE,3/30/2014,72.61,DE,Mac Desktop,1
25,FEMALE,4/3/2014,72.61,DE,Mac Desktop,1
28,FEMALE,4/4/2014,72.61,DE,Mac Desktop,1
33,FEMALE,4/5/2014,72.61,DE,Mac Desktop,1
22,FEMALE,4/12/2014,72.61,DE,Mac Desktop,1
51,FEMALE,4/16/2014,72.61,DE,Mac Desktop,1
105,MALE,4/17/2014,72.61,DE,Mac Desktop,1
22,MALE,4/18/2014,72.61,DE,Mac Desktop,1
32,MALE,4/22/2014,72.61,DE,Mac Desktop,1
67,FEMALE,4/23/2014,72.61,DE,Mac Desktop,1
25,FEMALE,4/25/2014,72.61,DE,Mac Desktop,1
22,FEMALE,4/27/2014,72.61,DE,Mac Desktop,1
23,MALE,4/28/2014,72.61,DE,Mac Desktop,1
65,MALE,4/28/2014,72.61,DE,Mac Desktop,1
31,MALE,4/30/2014,72.61,DE,Mac Desktop,1
30,MALE,5/1/2014,72.61,DE,Mac Desktop,1
36,MALE,5/1/2014,72.61,DE,Mac Desktop,1
68,FEMALE,5/9/2014,72.61,DE,Mac Desktop,1
26,MALE,5/10/2014,72.61,DE,Mac Desktop,1
64,FEMALE,5/11/2014,72.61,DE,Mac Desktop,1
23,FEMALE,5/12/2014,72.61,DE,Mac Desktop,1
21,FEMALE,5/14/2014,72.61,DE,Mac Desktop,1
39,FEMALE,5/14/2014,72.61,DE,Mac Desktop,1
43,MALE,5/15/2014,72.61,DE,Mac Desktop,1
27,FEMALE,5/19/2014,72.61,DE,Mac Desktop,1
26,MALE,5/19/2014,72.61,DE,Mac Desktop,1
19,MALE,5/20/2014,72.61,DE,Mac Desktop,1
29,MALE,5/21/2014,72.61,DE,Mac Desktop,1
39,MALE,5/22/2014,72.61,DE,Mac Desktop,1
42,FEMALE,5/23/2014,72.61,DE,Mac Desktop,1
63,MALE,5/26/2014,72.61,DE,Mac Desktop,1
26,MALE,5/27/2014,72.61,DE,Mac Desktop,1
26,MALE,5/29/2014,72.61,DE,Mac Desktop,1
30,MALE,5/31/2014,72.61,DE,Mac Desktop,1
21,MALE,6/1/2014,72.61,DE,Mac Desktop,1
34,MALE,6/3/2014,72.61,DE,Mac Desktop,1
